Age,AvgWallU,AvgRoofU,AvgFloorU,AvgWindowU,TempAdj,ResponseCat,EnergyRatingCont
52,1.97,2.3,0.56,3.64,0.6,1,502.87
33,0.6,0.4,0.57,3.7,0,1,306.55
14,0.65,0.3692,0,3.31,0,1,185.89
9,0.37,0.25,0.37,2,0,1,212.66
22,0.89,0.26,0,2.8,0.3,2,403.75
15,0.55,0.36,0.41,3.1,0.6,1,258.58
12,0.55,0.13,0.41,1.96,0,1,170.08
22,0.51,0.3692,0,1.66,0,1,121.13
59,0.6755,1.04,0.46,2.8,0.6,1,234.54
11,0.6755,0.25,0.39,2.3,0,3,243.43
96,0.83,0.26,0,2.8,0,1,254.53
21,0.28,0.15,0.44,2.8,0.6,1,175.21
15,0.3,0.13,1,2.83,0,1,187.86
22,0.6755,0.3692,0.41,2.8,0,2,376.79
56,0.27,0.13,0.84,3.1,0.6,3,402.12
10,0.37,0.2,0.34,2.2,0,1,180.08
19,0.35,0.13,0.41,2.8,0.6,1,193.85
15,0.6755,0.3692,0.36,2,0,4,258.69
10,0.37,0.13,0.34,1.76,0,1,120.35
42,0.6755,0.4,0.56,2.6,0,1,246.46
8,0.15,0.14,0.14,1.14,0,1,68.76
18,0.18,0.16,0.44,2.47,0,1,122.47
65,2.1,2.3,0.61,2.8,0.6,1,371.82
72,1.21,1.1,0.58,3.53,0.6,3,467.27
31,0.6755,0.16,0.64,3.1,0.6,3,483.25
8,0.36,0.28,0.37,2.2,0,1,184.34
25,0.6,0.26,0.64,2,0,1,266.87
15,0.55,0.2,0,2.8,0.6,1,162.97
16,0.3,0.13,0.41,3.1,0.6,1,241.56
21,0.6755,0.4,0,3.1,0.3,4,509.04
46,0.6,0.2,0.84,3.02,0.6,1,375.71
11,0.37,0.26,0.37,1.7,0,1,213.58
9,0.37,0.2,0.25,2.5,0,1,194.47
16,0.33,0.13,0.47,2.73,0.6,3,351.72
19,0.55,0.35,0.47,2.8,0,4,398.47
34,0.27,0.13,0.57,3.97,0.6,1,239.77
36,0.38,0.19,0.64,2.97,0,1,179.91
11,0.37,0.25,0.26,2.8,0,1,179.63
9,0.37,0.2,0.23,2.5,0,1,183.29
23,0.6,0.26,0.57,3.1,0,2,353.39
12,0.55,0.39,0.41,2.11,0.6,1,227.36
46,0.59,0.13,0.8,3.1,0.6,1,345.29
43,0.36,0.16,0.84,2.1,0,1,193.04
11,0.37,0.25,0.37,2.7,0,1,222.54
15,0.54,0.32,0.47,2.7,0,1,222.39
106,2.1,2.3,0.61,4.24,0.6,1,347.2
16,0.55,0.14,0.44,2.7,0.6,1,169.81
171,1.05,2.3,0.84,2.7,0.3,1,459.54
14,0.55,0.17,0.44,2.7,0,1,190.61
0,0.21,0.11,0.15,1.53,0,3,58.06
6,0.27,0.16,0.25,2,0,1,105.08
117,1.95,0.52,0.3,4.33,0.6,1,298.05
14,0.3,0.16,0.41,2.7,0,1,176.67
14,0.6755,0.26,0.44,2,0,1,166.61
8,0.37,0.26,0.34,2.04,0.6,2,159.15
33,0.6,0.4,0.57,2.8,0,1,224.82
16,0.6755,0.35,0.41,1.9,0,3,299.19
28,0.6,0.3692,0.57,2.8,0.6,1,319.46
16,0.55,0.84,0.41,2.71,0.6,1,239.48
9,0.78,0.25,0,2,0.3,1,231.6
16,0.29,0.36,0.41,2.6,0.6,1,193.43
15,0.55,0.27,0.41,2.81,0,1,257.54
32,0.33,0.16,0.64,2.7,0,1,190.23
7,0.28,0.16,0.25,1.9,0,1,149.19
36,0.6755,0.26,0.57,2.7,0.6,1,252.77
17,0.3,0.16,0.44,2.7,0.6,1,201.39
13,0.55,0.2,0.43,2.8,0,1,179.18
38,1.12,0.45,0.64,3.74,0.6,1,491.06
5,0.22,0.14,0.37,2,0,1,166.07
46,1.78,1.41,1.23,4.8,0.3,1,687.76
32,0.2,0.13,0.7,1.5,0,1,210.43
96,1.37,0.13,0.64,3.64,0.6,1,299.88
46,1.34,0.13,0.86,2.7,0.6,1,286.3
46,0.6755,0.37,0.8,2,0.6,1,394.76
46,2.25,0.4,0.72,2.8,0.6,1,300.97
20,0.55,0.26,0,3.21,0,4,247.47
11,0.37,0.25,0.37,2,0.6,1,205.23
17,0.3,0.14,0.41,3.1,0.6,1,210.79
36,1.1,0.5,0.84,4.8,0.6,1,374.7
29,0.28,0.13,0.48,2.2,0.6,3,241.37
8,0.32,0.16,0.29,1.6,0,1,141.31
11,0.33,0.3692,0,2.8,0,1,149.48
9,0.6,0.3692,0,1.5,0,1,124.24
12,0.3,0.13,0.36,2.2,0,1,148.91
11,0.3,0.19,0.37,2.61,0,1,146.16
9,0.37,0.13,0,2.69,0,1,173.78
121,2.1,0.79,0.94,2.8,0.6,1,546.8
42,0.53,0.69,0.84,2.2,0.6,1,218.92
12,0.55,0.4,0.41,2,0.6,1,242.15
10,0.37,0.21,0.34,2.2,0.6,1,215.65
46,0.29,0.13,0.84,2.99,0.6,1,217.74
16,0.29,0.13,0.41,2.73,0.6,1,186.93
9,0.36,0.3692,0,1.7,0,1,129.63
16,0.53,0.36,0,3.35,0.3,4,319.25
14,0.55,0.2,0.41,2.7,0,1,146.73
26,0.6,0.4,0.57,2.8,0,1,245.35
40,0.74,0.47,0.72,2.8,0.6,1,295.11
86,1.64,0.3692,0.73,2.7,0,5,765.91
14,0.29,0.33,0.41,2.7,0.6,1,178.12
10,0.23,0.13,0.37,2.2,0,1,195.66
74,1.46,0.22,0.96,3.59,0.6,3,673.31
24,0.31,0.16,0.57,3.04,0.6,1,262.95
11,0.95,0.3692,0,2,0,2,224.66
9,0.27,0.3692,0.23,2.1,0,1,130.94
46,2.4,0.13,0.61,2.8,0.6,1,336.76
86,0.27,0.13,0.5,1.41,0,1,172.55
10,0.37,0.26,0.34,2.6,0,1,147.36
41,0.25,0.16,0.44,3.05,0.6,1,183.81
14,0.6755,0.3692,0.29,3.29,0,1,146.06
61,1.32,2.3,0.7,3.55,0.6,3,994.26
6,0.24,0.16,0.21,1.6,0,1,119.97
126,0.27,0.18,0.71,4.8,0.6,1,236.44
8,0.37,0.25,0.34,2.2,0,1,149.75
8,0.19,0.15,0.17,2.2,0,1,90.18
9,0.34,0.3692,0,2.3,0,4,236.72
16,0.55,0.36,0.29,2.8,0,1,225.64
31,0.33,0.14,0.64,2.8,0.6,3,386.37
12,0.29,0.36,0.47,2.2,0,1,157.72
14,0.55,0.14,0.41,3.13,0.6,1,235.09
15,0.37,0.35,0.41,2.7,0,1,173.96
46,1.7,0.6,0.65,2.48,0.6,1,357.09
30,0.6,0.39,0.57,3.1,0,1,200.12
25,0.27,0.18,0.38,3.1,0.6,1,205.92
116,2,1.22,1.23,2.8,0.6,1,354.17
10,0.6755,0.25,0.34,2.6,0.6,1,162.96
9,0.69,0.25,0.26,2.2,0,4,338.74
21,0.6755,0.4,0.41,2.7,0.6,1,188.88
20,0.55,0.4,0,2.7,0,2,227.92
40,0.38,0.13,0.73,2.1,0.6,1,194.63
38,0.29,0.21,0.56,2.14,0,1,184.89
30,0.47,0.25,0.52,1.73,0,1,138.79
9,0.37,0.3692,0.26,2.7,0,2,169.07
26,0.6,0.26,0.57,2.3,0.6,3,418.85
8,0.37,0.3692,0,1.8,0,1,90.72
14,0.3,0.13,0.44,2.8,0.6,3,310.88
9,0.37,0.3692,0,1.73,0,1,94.76
86,1.88,2.3,0.7,5.67,0.6,1,556.97
2,0.18,0.14,0.12,1.28,0,1,59.68
12,0.55,0.36,0.41,2.8,0.3,2,368.14
77,0.27,0.29,0.64,4.8,0.6,1,243.81
7,0.6755,0.25,0,2.1,0,1,153.97
9,0.37,0.25,0.34,2.2,0,2,146.12
96,0.62,0.3,0.76,1.7,0.6,1,233.85
9,0.42,0.2,1,2.2,0.6,1,239.25
30,0.6,0.4,0.64,2.8,0.6,3,334.48
26,0.57,0.26,0,3.7,0,3,318.83
12,0.53,0.28,0.29,2,0,1,170.35
16,0.55,0.36,0.41,2.8,0.6,1,284.7
12,0.27,0.13,0.44,2.01,0.6,1,207.57
13,0.55,0.39,0.41,2.81,0.6,1,270.7
9,0.34,0.25,0,2,0,1,148.27
83,1.26,0.43,0.31,2.94,-0.15,1,186.87
12,0.55,0.36,0.41,3.1,0,1,162.85
30,0.55,0.25,0.23,4.54,0,1,223.21
12,0.54,0.4,0.29,2.29,0.6,1,241.95
30,0.6,0.4,0.38,3.1,0,4,318.17
12,0.55,0.35,0.36,2.7,0,1,171.74
8,0.37,0.16,0.39,2.7,0.6,1,300.37
116,1.84,0.93,0.52,2.32,0.3,4,432.92
9,0.27,0.16,0.25,2,0,1,186.69
26,0.6,0.4,0.64,4.8,0.6,1,230.51
12,0.48,0.35,0.36,2.1,0,1,183.91
46,0.32,0.21,0.72,1.88,0.6,1,372.02
13,0.55,0.26,0.41,2.8,0,1,196.28
36,1.1,0.26,0.64,4.4,0.6,1,321.29
12,0.27,0.17,0.3,1.8,0,1,149.21
38,1.1,0.68,0.57,3.06,0,1,266.11
124,1.34,1.41,0.55,2.8,0.6,1,340.53
30,0.32,0.13,0,3.1,0.3,4,303.85
33,0.6,0.13,0.55,1.8,0.6,1,207.6
75,1.9,0.4,0.59,3.5,0.6,1,406.13
177,2.01,0.4,0.61,2.81,0.6,1,354.22
10,0.37,0.16,0.31,2.49,0.6,1,110.49
16,0.55,0.4,0.41,2.3,0.6,1,255.43
41,0.6755,0.13,0.54,2.7,0.6,1,210.11
14,0.55,0.26,0.41,2.73,0.6,1,236.65
46,0.35,0.56,0.65,3.3,0,1,182.66
46,2.4,0.8,0.56,3.03,0,1,335.71
37,0.6755,0.13,0.64,1.6,0,1,198.39
18,0.54,0.4,0.41,2.7,0.6,1,227.26
29,0.6,0.14,0.63,2.7,0.6,1,265.76
21,0.18,0.14,0.29,2.92,0,1,133.66
65,2.2,0.62,0.73,3.1,0.6,3,621.67
10,0.36,0.25,0.34,2.7,0,1,172.53
62,0.26,0.17,0.34,2.2,0,1,117.99
26,0.6,0.68,0.55,3.4,0.6,3,398.04
41,1.53,0.16,0.73,2.7,0,1,207.79
15,0.55,0.28,0.44,2.8,0,1,174.79
13,0.55,0.35,0.41,2.96,0,1,180.31
27,0.6,0.4,0.57,4.04,0,1,306.13
18,0.6755,0.26,0.41,2.9,0.6,1,235.54
24,0.59,0.3692,0,2.7,0.3,2,263.56
8,0.26,0.2,0.2,2,0,2,120.3
19,0.55,0.37,0.41,2.7,0,1,199.86
33,0.59,0.15,0.57,3.1,0.6,1,292.5
26,0.6,0.13,0.57,3.1,0.6,1,316.06
10,0.37,0.25,0.34,2.7,0.6,1,184.76
13,0.32,0.16,0.47,2.1,0.6,1,181.01
18,0.55,0.4,0.41,3.1,0.6,1,231.95
12,0.52,0.3692,1,2.2,0.3,4,372.97
10,0.37,0.22,0.29,1.71,0,2,112.78
23,0.6755,0.25,0.49,2.14,0,1,181.98
35,0.31,0.14,0.57,2.15,0.6,1,176.21
13,0.33,0.29,0.41,2,-0.1,3,156.31
15,0.55,0.4,0,2.85,0.3,4,235.62
37,0.6,0.16,0.55,3.1,0,1,162.34
35,1.09,0.31,0.55,3.1,0,1,227.71
14,0.3,0.19,0.44,2.56,0.6,1,224.69
36,0.37,0.14,0.64,2.7,0,1,224.23
11,0.6755,0.26,0.26,2.3,0,1,174.11
14,0.31,0.13,0.41,2.95,0,1,150.14
16,0.88,0.36,1,3.38,0.3,2,469.65
46,1.71,0.41,1.13,3.1,0.6,1,423.1
78,0.54,1.59,0.65,2.62,0,1,224.55
9,0.24,0.16,0.21,1.9,0,3,148.62
21,0.6755,0.13,0.44,2.82,0.6,3,329.54
19,0.24,0.16,0.44,2.89,0,1,159.31
22,0.19,0.26,0.44,2.7,0.6,1,188.51
126,1.44,0.34,0.68,3.1,0,1,273.93
116,1.64,0.3692,0,5.7,0.3,4,453.43
66,2.06,0.28,0.65,4.8,0,1,298.75
86,1.81,2.3,0.45,5.15,0.3,1,528.6
14,0.51,0.3692,0.47,2.7,0.3,4,275.33
49,0.44,0.22,0.8,2.14,0,1,149.47
8,0.25,0.3692,0,1.5,0,1,124.95
9,0.6755,0.3692,0.26,2.66,0.6,1,156.41
31,0.68,0.4,0.48,2.7,0.6,1,292.69
11,0.37,0.3692,0.31,2.2,0,2,257.58
14,0.55,0.4,0.42,2.89,0,1,201.47
32,0.53,0.49,0.28,2.95,0.3,1,285.09
3,0.18,0.14,0.2,1.3,0,1,97.72
77,1.64,0.3692,0,2.79,0,1,285.2
116,0.6,0.67,0.61,2.7,0,1,162.3
136,0.5,0.13,0.48,1.58,0,1,171.61
54,1.81,2.3,0.85,2.8,0.3,1,822.32
11,0.6755,0.26,0.34,2.7,0.6,1,202.44
96,2.08,2.3,0.95,4.89,0,1,516.5
29,0.29,0.13,0.57,3.04,0.6,1,239.99
10,0.6755,0.2,0.37,2.2,0,1,168.67
66,1.77,0.6,0.84,2.7,0.6,1,436.31
69,0.6,0.16,0.61,3.1,0,1,182.19
22,0.27,0.13,0.41,3.1,0.6,2,308.88
126,2.1,0.72,0.61,5.7,0.6,1,394.38
101,2.11,2.3,0.97,4.8,0.3,3,1542.6
14,0.53,0.3692,0.36,3.3,0,1,169.45
34,0.3,0.13,0.57,2.8,0.6,1,275.27
10,0.26,0.15,0.28,1.7,0,1,158.81
14,0.6755,0.2,0.36,2.75,0,2,243.24
12,0.33,0.25,0,2.2,0,1,142.43
17,0.55,0.4,0.44,3.1,0,1,206.91
33,0.6,0.13,0.48,2.8,0.6,1,209.12
82,1.32,0.13,0.55,2.8,0.6,3,466.42
17,0.55,0.26,0.44,2.8,0.3,4,324.7
8,0.37,0.25,0.26,2.1,0,1,136.25
19,0.26,0.28,0.42,2.83,0,1,174.37
30,0.29,0.14,0.23,2.7,0,1,201.96
32,0.3,0.28,0.57,3.1,0.6,1,271.05
31,0.27,0.26,0.56,2.86,0,1,197.12
21,0.6755,0.37,0.41,2.83,0,1,163.65
12,0.55,0.36,0.41,2.7,0,1,192.19
9,0.25,0.2,0.31,2.7,0,1,149.55
116,0.27,0.17,0.3,2,0,1,169.88
31,0.6,0.13,0.64,2.8,0.6,2,315.93
21,0.55,0.4,0.41,2.8,0,1,232.61
18,0.47,0.3692,0.6,2.8,0.3,4,402.59
9,0.37,0.25,0.32,2.71,0,3,149.84
116,2.07,0.99,0.61,2.87,0.6,1,436.92
6,0.27,2.06,0.2,2,0.3,1,312.08
41,1.38,0.25,0.52,2.01,0,1,177.51
116,0.27,0.35,0.56,3.26,0.6,3,269.9
31,0.6,0.49,0.64,2.7,0,1,251.89
6,0.28,1.61,0.34,1.6,0,1,199.84
55,0.27,0.21,0.61,2,0,1,142.33
18,0.27,0.26,0.41,2.8,0.6,1,184.58
66,0.34,0.13,0.59,2.33,0.6,1,226.96
14,0.27,0.14,0.36,2.1,0.6,1,157.18
19,0.6755,0.28,0.44,2.79,0.6,1,258.51
11,0.37,2.3,0.34,2.2,0,1,237.09
63,1.78,1.59,0.44,2.7,0.6,1,273.45
15,0.3,0.15,0.44,0.7,0,1,137.35
9,0.6755,0.25,0.34,2.7,0.6,1,199.31
49,0.35,0.13,0.54,2.91,0,1,197.08
30,0.3,0.14,0.56,3.06,0.6,1,219.2
96,2.1,0.75,0.68,2.99,0.3,3,817.81
113,1.64,0.26,0.73,3.48,0,1,335.55
12,0.55,0.36,0.42,3.1,0,1,231.67
18,0.55,0.37,0.44,3.1,0.6,1,208.02
11,0.37,0.4,0,2.7,0,1,202.81
116,0.6755,0.2,0.8,1.9,0,1,204.93
1,0.14,0.15,0.09,0.87,0,3,53.24
81,1.88,0.84,0.69,5.01,0,1,323.59
16,0.79,0.3692,0,3.1,0.3,4,221.61
11,0.37,0.3,0.31,2.7,0,1,138.26
54,0.32,0.32,0.53,1.82,0,1,152.26
20,0.55,0.4,0.44,2.8,0,1,220.97
11,0.96,0.3692,0,2,0,2,209.43
64,2.4,0.13,0.61,3.35,0.6,1,273.32
46,0.27,1.19,0.61,3.82,0.6,1,365.84
37,0.42,0.16,0.48,3.16,0.6,3,328.76
256,2.1,2.3,0.94,2.64,0,1,337.49
21,0.6755,0.13,0.44,3.53,0.6,3,334.98
37,1.04,0.31,0.55,3.53,0,1,232.97
9,0.37,0.2,0.37,2.21,0,1,167.68
34,0.43,0.13,0.58,4.8,0,1,221.93
15,0.33,0.15,0.45,2,0,1,188.62
61,0.6755,2.3,0.61,5.55,0.6,3,1085.84
49,2.02,0.47,0.68,2.99,0,1,274.88
16,0.6755,0.13,0.41,2.7,0,1,224.33
19,0.31,0.13,0.29,2.8,0.6,1,224.33
26,0.6,0.26,0,2.8,0.3,2,272.27
12,0.6755,0.21,0.41,2.95,0.6,1,250.68
21,0.55,0.64,0.36,2.8,0,1,224.47
35,0.26,0.18,0.55,3.1,0.6,1,231.23
35,0.56,0.25,0.47,2.58,0,1,188.26
104,1.83,2.3,1.2,3.1,0.3,1,487.72
86,1.99,2.3,0.73,4.8,0.6,1,613.68
18,0.3,0.13,0.44,2.8,0.6,3,436.78
38,0.29,0.13,0.64,1.9,0,1,146.84
94,1.83,2.22,0.83,4.8,0.3,4,1062.57
18,0.27,0.29,0.41,3.23,0.6,1,185.32
32,0.27,0.16,0.45,2.8,0,1,174.85
22,0.53,0.21,0.41,2.7,0,1,149.98
8,0.37,0.25,0,2.26,0.3,1,315.91
10,0.44,0.3692,0,2.2,0,1,136.84
36,0.6,0.4,0.64,2.7,0.6,1,259.05
19,0.6755,0.13,0.44,2.8,0,1,123.13
46,0.29,0.13,0.75,3.1,0,1,203.12
22,0.55,0.4,0.41,3.1,0,1,179.82
17,0.28,0.13,0.41,2.8,0.6,1,179.43
14,0.53,0.3692,0,2.8,0,1,152.88
41,0.6755,0.13,0.61,3.1,0.6,1,199.33
96,1.77,0.18,0.58,2.2,0,1,233.64
30,0.29,0.13,0.57,1.7,0.6,1,223.4
20,0.31,0.13,0.44,3.1,0.6,1,286.36
0,0.21,0.1,0.15,1.5,0,3,58.51
11,0.37,0.22,0.37,3.1,0.6,1,191.06
32,0.6,0.49,0.64,3.24,0.3,4,430.28
23,0.6,0.26,0.64,1.1,0,1,255.09
15,0.5,0.36,1,2.7,0.6,1,319.57
13,0.34,0.26,0.29,2.2,0.6,1,189.27
39,1.78,0.13,0.73,2.7,0,1,258.76
12,0.55,0.28,0.41,2.7,0,1,157.99
66,1.48,0.66,0.7,2.56,0,1,281.83
15,0.35,0.13,0.41,2.8,0,1,181.45
20,0.49,0.3692,0,3.1,0.3,4,230.79
7,0.2,0.12,0.19,1.6,0,1,130.36
1,0.19,0.13,0.14,1.4,0,1,59.85
12,0.55,0.27,0.47,2.3,0,1,218.86
14,0.55,0.2,0.47,4.11,0,1,195.89
66,0.6,1.19,0.73,3.1,0.6,1,337.04
65,2.1,1.16,0,2.7,0,1,368.54
20,0.99,0.3692,0,2.8,0,4,241.74
22,0.55,0.13,0.44,2.59,0.6,1,303.85
126,2.1,0.95,0.94,4.09,0.6,1,429.31
25,0.6,0.3692,0.57,2.8,0.6,1,292.42
33,0.59,0.17,0.72,2.2,0.6,1,296.99
49,0.27,0.17,0.65,3.1,0,1,182.41
66,1.65,0.72,0.65,2.23,0,1,281.79
21,0.3,0.14,0.36,3.1,0.6,1,201.07
68,1.12,0.34,0.49,2.37,0,1,214.79
34,1.1,0.49,0.57,2.7,0.6,1,272.93
4,0.2,0.16,0.22,1.24,-0.15,1,71.68
13,0.55,0.26,0.47,3.1,0.6,1,312.62
13,0.24,0.17,0.38,1.18,0.6,1,176.65
51,0.6755,0.87,0.54,2.91,0.6,1,397.57
76,2.1,0.57,0.71,2.7,0.6,1,373.2
7,0.6755,0.2,0.34,2.2,0,1,183.66
16,0.54,0.35,0.41,2.75,0,1,180.6
48,2.25,0.53,0.65,2.7,0,1,334.36
22,0.55,0.26,0.47,3.11,0.3,5,497.36
16,0.54,0.29,0.41,2.8,0.6,1,248.24
116,1.64,0.3692,0.73,2.8,0.3,5,545.68
65,2.28,0.8,0.88,1.7,0,1,319.19
10,0.37,0.25,0.37,2.01,0,1,126.09
35,0.72,0.34,0.5,2.18,0,1,165.64
33,0.33,0.13,0.57,2.8,0.6,1,257.77
38,0.6,0.2,0.57,2.8,-0.15,1,201.95
6,0.29,0.13,0.34,1.7,0,1,102.43
1,0.6755,0.13,0.13,1.24,0,1,61.03
34,0.35,0.13,0.64,2.8,0,1,197.27
44,0.33,0.16,0.81,3.1,0.6,1,318.26
10,0.37,0.26,0.34,2.75,0.6,1,192.79
11,0.27,0.13,0.34,2.6,0,1,177.78
76,2.25,0.93,0.83,4.53,0,1,487.61
66,1.52,0.89,0.61,4.2,0.6,1,259.55
106,0.6755,0.23,0.73,2.8,0,1,275.03
25,0.79,0.3692,0,2.8,0,1,191.48
33,0.6,0.49,0.48,2.7,0.6,1,250.58
15,0.55,0.3692,0,2.8,0.3,4,203.04
13,0.55,0.24,0.6,2.95,0,1,238.53
8,0.52,0.3692,0.41,2.7,0,4,192.08
9,0.37,0.25,0,1.4,0,2,133.33
0,0.16,0.12,0.13,1.24,0,1,55.63
18,0.6755,0.3692,0.41,3.1,0.3,1,304.67
0,0.15,0.11,0.12,1.3,0,1,52.24
15,0.55,0.39,0,3.1,0,1,187.01
26,0.33,0.13,0.57,2.8,0,1,230.96
32,0.28,0.4,0.64,3.28,0.6,3,369.63
15,0.51,0.2,0.36,2.91,0,3,159.54
56,1.78,1.18,0.65,3.71,0.6,1,446.52
17,0.6755,0.4,0.41,3.22,0,1,231.9
10,0.37,0.2,0.26,2.6,0,1,142.66
20,0.31,0.15,0.47,2.8,0.6,1,253.54
34,1.09,0.41,0.59,2.8,0.6,1,274.93
10,0.37,0.14,0.26,2.2,0,1,111.94
17,0.33,0.13,0.41,2.7,0.6,1,181.08
66,2.1,1.09,0.73,2.2,0.3,5,667.37
20,0.31,0.13,0.41,2.91,0,1,237.73
47,0.27,0.13,0.84,2.8,0.6,1,212.11
36,0.37,0.13,0.57,1.16,0,1,186.79
15,0.27,0.14,0.41,2.6,0,1,140.43
36,1.09,0.49,0.57,2.73,0,1,193.86
32,0.27,0.13,0.57,3.1,0,1,299.29
46,0.27,0.64,0.49,2,0,1,170.87
12,0.49,0.25,0.41,2.2,0,1,163.58
36,1.1,0.4,0.57,2.3,0.6,1,284.83
34,0.4,0.13,0.64,1.8,0,1,223.38
19,0.77,0.4,0,2.8,0.3,2,416.58
10,0.37,0.26,0.34,1.9,0,1,165.37
16,0.55,0.35,0.29,2.7,0.6,1,207.54
43,0.29,0.14,0.73,2.8,0.6,1,243.56
49,0.6,0.29,0.64,3.51,0.6,1,324.24
31,0.6,0.49,0.57,4.8,0.6,1,383.99
13,0.49,0.4,0.47,2.7,0.6,1,239.17
11,0.3,0.25,0.34,2.7,0,1,158.68
12,0.55,0.26,0,2.9,0,1,169.66
13,0.55,0.2,0.44,2.67,0.6,1,193.34
166,0.39,0.14,0.59,2.7,0,2,169.98
56,0.6755,0.82,0.65,3.7,0,1,394.02
9,0.37,0.25,0.44,2.8,0.6,1,210.03
10,0.31,0.3692,0,2,0,2,114.32
27,0.6,0.26,0.7,2.7,0,1,344.9
59,0.45,2.3,1.01,1.5,0,1,327.63
11,0.6755,0.25,0.34,2.2,0.6,1,164.16
23,0.27,0.13,0.57,2.7,0.6,3,329.39
3,0.6755,0.13,0.2,1.2,0,1,99.14
30,0.34,0.23,0.57,3.1,0,1,171.85
43,0.46,0.26,0.61,3.1,0.6,1,208.07
9,0.36,0.3692,0.31,2.7,0,1,189.99
12,0.53,0.29,0.41,2.26,0.6,1,194.21
35,0.6,0.4,0.62,1.43,0,1,152.11
12,0.6755,0.36,0,2.2,0,1,169.36
32,0.35,0.18,0.45,3.85,0.6,1,242.45
10,0.26,0.15,0.25,1.92,0,1,138.71
9,0.6755,0.3692,0.6,2.1,0,1,133.39
28,0.6755,0.13,0.57,2.8,0,1,178.73
11,0.36,0.13,0.34,2.3,0.6,1,141.63
9,0.27,0.16,0.25,2.7,0,1,144.21
34,1.1,1.1,0.48,2.74,0.6,1,420.02
41,0.6755,0.17,0.61,1.77,0,1,131.32
32,0.29,0.13,0.64,2.7,0.6,1,192.71
31,0.66,0.49,0.48,3.51,0,1,179.88
102,2.1,2.3,0.56,4.8,0.3,1,1102.01
61,2.23,1.34,0.62,3.85,0.6,1,404.8
18,0.55,0.4,0.41,2.97,0.6,1,255.32
21,0.55,0.13,0.44,3.1,0.6,1,217.97
18,0.55,0.4,0.47,3.7,0,1,250.23
11,0.34,0.3692,0.26,2.2,0,1,146.64
15,0.55,0.35,0.41,2.79,0,1,215.47
23,0.15,0.4,0.57,2.8,0,1,174.72
26,0.55,0.4,0.29,2.7,0,2,163.33
25,0.59,0.13,0.57,3.3,0,1,191.74
5,0.6755,0.14,0.24,1.4,0,1,83.09
12,0.33,0.16,0.49,1.9,0.6,1,210.81
10,0.37,0.13,0.37,2.07,0,1,157.82
13,0.55,0.13,0.41,2.8,0.6,1,244.43
10,0.26,0.3692,0.21,2.1,0,1,109.91
45,0.28,0.13,0.68,3.11,0.6,3,414.98
10,0.36,0.25,0.34,2.1,0.3,4,338.65
19,0.25,0.13,0.41,3.1,0.6,1,247.47
24,0.6,0.27,0.5,3.1,0.6,1,234.09
22,0.55,0.4,0.41,3.1,0,1,232.55
14,0.55,0.3692,0,2.6,0.6,1,282.19
36,0.33,0.13,0.64,2,0,1,196.39
16,0.55,0.36,0.41,2.85,0,1,221.01
36,0.6755,0.21,0.6,4.19,0.6,1,297.17
16,0.6755,0.13,0.41,3.1,0.6,3,381.16
66,1.85,0.21,0.82,2.42,0.6,1,364.94
14,0.55,0.32,0.41,2.71,0,1,199.79
12,0.6755,0.26,0.44,2.7,0,1,198.71
16,0.55,0.4,0.29,3.1,0,1,222.52
26,0.6755,0.16,0.7,2.8,0.6,1,251.72
21,0.3,0.13,0.44,2.1,0,1,191.61
6,0.13,0.11,0.12,1.6,0,1,72.18
32,0.27,0.15,0.47,2.6,0,1,192.06
41,1.78,0.26,0.73,4.8,0.6,1,393.42
24,0.31,0.13,0.64,3.64,0.3,3,466.02
126,0.6755,0.21,0.68,2.8,0.6,1,238.08
9,0.46,0.3692,0,1.5,0,1,114.92
28,0.6755,0.44,0.45,2.1,0,1,154.36
7,0.37,0.25,0.34,2.8,0,1,183.25
81,2.1,1.44,0.83,1.9,0.6,1,443.29
10,0.37,0.21,0.37,2.33,0.6,1,197.46
20,0.81,0.42,0.43,3.18,0.6,1,299.73
116,0.93,0.3692,0.46,3.1,0.6,1,449.13
13,0.3,0.13,0.41,2.8,0.3,4,234.57
8,0.6755,0.13,0.28,1.9,0,1,184.21
12,0.28,0.14,0.41,2.8,0,1,173.26
17,0.6755,0.35,0.6,2.8,0.3,4,274.65
40,0.44,0.4,0.75,2.8,0.6,1,278.46
71,2.1,2.3,0.63,5.7,0.6,1,524.08
40,1.64,0.3692,0.61,2.79,0,1,292.22
42,1.38,0.68,0.65,2.8,0.6,1,305.7
8,0.6755,0.3692,0.37,2.6,0,1,132.69
71,2.1,2.21,0.74,4.09,0,1,518.39
34,0.6,0.13,0.64,2.6,0.6,1,400.92
24,0.6,0.49,0.57,3.19,0.6,1,271.13
15,0.63,0.36,0,2.7,0.3,2,282.1
10,0.37,0.4,0.34,2,0.6,1,221.38
4,0.27,0.13,0.7,1.5,0,1,213.34
86,0.93,0.23,0.62,2.8,0.6,1,321.1
15,0.55,0.36,0.36,2.81,0,1,143.96
36,0.29,0.13,0.57,2.2,-0.15,1,174.86
17,0.53,0.39,0.41,2.8,0,1,222.13
9,0.37,0.21,0.31,1.8,0,1,154.33
36,1.1,0.49,0.64,1.9,0,1,318.54
8,0.37,0.16,0.3,1.9,0,1,187.52
18,0.51,0.4,0,2.8,0,4,294.63
29,0.41,0.13,0.48,3.16,0.6,1,208.89
